Curricular units 2nd sem (grade),Curricular units 2nd sem (approved),Tuition fees up to date,Curricular units 1st sem (grade),Curricular units 1st sem (approved),Scholarship holder,Debtor,Curricular units 2nd sem (evaluations),Target
0.0,0,0,10.0,1,0,1,13,0
14.622222222222224,8,1,14.69625,7,0,0,9,1
13.9125,8,1,12.855555555555556,7,1,0,8,1
13.994444444444444,8,1,13.7,7,0,0,9,1
12.0,1,0,0.0,0,0,0,10,0
13.333333333333334,8,1,13.285714285714286,7,0,0,9,1
11.0,5,1,11.5,5,0,0,13,0
11.4,7,1,11.4,7,1,0,8,1
11.333333333333334,6,1,12.333333333333334,6,1,0,8,1
12.2,4,1,12.8,5,0,0,10,1
15.0,4,1,12.0,5,1,0,8,1
13.5,5,1,13.0,5,1,0,9,1
11.0,6,0,11.833333333333334,6,1,1,8,0
13.333333333333334,6,1,14.0,6,0,0,9,1
13.5,6,1,12.333333333333334,6,1,0,6,1
12.833333333333334,6,1,12.5,6,1,0,11,1
0.0,0,1,0.0,0,0,0,0,1
15.657142857142857,7,1,15.657142857142857,7,0,0,8,1
11.333333333333334,6,1,12.166666666666666,6,0,0,6,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,11.75,4,0,0,12,0
0.0,0,0,0.0,0,0,1,5,0
0.0,0,0,0.0,0,0,0,0,0
0.0,0,0,0.0,0,0,0,0,0
0.0,0,1,13.0,1,0,0,5,0
13.331428571428573,7,1,13.331428571428573,7,1,0,8,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,0.0,0,0,0,0,1
13.7,6,1,13.7,6,0,0,7,1
0.0,0,0,0.0,0,0,1,5,0
13.875,6,1,13.454545454545457,9,0,0,9,0
12.2,7,1,12.2,7,0,0,8,1
11.0,4,1,10.0,3,0,0,10,0
12.857142857142858,6,1,13.0,5,1,0,7,1
14.0,6,1,12.0,6,0,0,6,1
15.028571428571428,7,1,15.028571428571428,7,0,0,8,1
11.714285714285714,6,1,12.0,6,0,0,7,1
12.4,5,1,12.0,5,0,0,8,1
11.333333333333334,3,0,13.666666666666666,3,0,0,8,0
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,0.0,0,1,0,0,1
0.0,0,0,14.0,1,0,1,7,0
0.0,0,1,0.0,0,0,0,7,0
12.583333333333334,5,1,12.375,7,0,0,11,1
0.0,0,0,0.0,0,0,0,0,0
11.076923076923077,13,1,11.421052631578949,18,0,0,16,1
13.35,6,1,13.35,6,0,0,7,1
16.0,2,1,15.0,6,1,0,6,1
0.0,0,1,10.5,2,0,0,5,0
0.0,0,0,0.0,0,0,0,6,0
11.833333333333334,5,1,13.25,5,0,0,6,1
0.0,0,1,0.0,0,0,0,5,0
13.88125,8,1,13.88125,8,1,0,8,1
12.6,5,1,11.333333333333334,6,0,0,8,1
0.0,0,1,0.0,0,0,1,0,0
13.666666666666666,6,1,12.857142857142858,6,0,0,7,1
12.5,6,1,11.6,5,0,1,6,1
11.333333333333334,6,1,11.4,5,1,0,6,1
13.77777777777778,9,1,13.571428571428571,7,1,1,9,1
12.228571428571428,7,1,11.833333333333334,6,0,0,8,1
14.142857142857142,7,1,14.428571428571429,7,1,0,7,1
12.4,5,1,12.285714285714286,6,1,0,9,1
13.8,5,1,14.4,5,0,0,5,1
15.06875,8,1,13.15,7,1,0,9,1
0.0,0,0,0.0,0,0,1,5,0
0.0,0,1,0.0,0,0,1,8,0
12.342857142857143,7,1,12.342857142857143,7,1,0,8,1
11.0,1,1,10.5,4,0,0,14,0
11.6,5,1,10.6,5,0,0,8,1
0.0,0,1,0.0,0,0,0,6,0
12.0,6,1,11.25,4,1,0,6,1
11.7,10,1,10.5,6,0,0,10,1
14.5125,8,1,13.457142857142856,7,0,0,8,1
12.333333333333334,4,1,12.6,5,0,0,8,1
0.0,0,0,0.0,0,0,0,0,0
13.6,5,1,13.666666666666666,6,0,0,8,1
11.8,5,1,11.6,5,1,1,5,1
12.833333333333334,5,1,12.571428571428571,6,0,0,10,0
11.4,5,1,11.8,5,0,0,7,0
11.833333333333334,6,1,11.333333333333334,6,1,0,6,1
11.5,6,1,10.666666666666666,6,0,0,6,1
0.0,0,1,0.0,0,1,0,0,1
11.5,4,1,13.333333333333334,6,0,0,9,1
12.833333333333334,6,1,13.0,5,1,0,7,1
12.90857142857143,7,1,12.90857142857143,7,1,0,11,1
10.0,1,1,12.0,4,0,0,11,0
15.833333333333334,6,1,15.333333333333334,6,0,0,9,1
14.0,2,0,13.0,6,0,1,6,0
12.166666666666666,6,1,12.5,6,0,0,6,1
14.333333333333334,6,1,13.0,6,1,0,6,1
12.571428571428571,5,1,11.75,4,0,0,10,1
14.25,4,1,12.5,4,0,0,5,1
12.055555555555555,17,1,11.61111111111111,17,0,0,22,1
14.666666666666666,6,1,14.0,6,0,0,6,1
0.0,0,0,0.0,0,0,1,10,0
13.833333333333334,5,1,13.8,5,0,0,6,1
0.0,0,0,0.0,0,0,0,5,0
0.0,0,0,0.0,0,0,0,0,0
12.333333333333334,3,1,12.25,4,1,0,9,0
13.666666666666666,3,1,11.5,3,0,0,12,0
12.555555555555555,9,1,12.571428571428571,6,0,0,9,1
12.166666666666666,5,1,12.0,6,0,0,10,0
12.307692307692308,12,1,12.0,11,0,0,21,1
0.0,0,1,0.0,0,0,0,0,0
11.166666666666666,6,1,12.0,6,1,0,6,1
0.0,0,1,0.0,0,1,0,5,0
0.0,0,0,0.0,0,0,0,0,0
12.5,4,1,10.5,4,0,0,16,0
12.3,6,1,12.857142857142858,5,0,0,11,1
10.0,1,1,13.0,2,0,0,11,0
12.75,8,1,12.454545454545457,11,0,0,17,1
0.0,0,1,11.0,3,0,0,6,0
14.166666666666666,6,1,15.5,6,1,0,6,1
13.666666666666666,6,1,12.333333333333334,6,0,0,6,1
12.285714285714286,6,1,11.333333333333334,6,1,0,8,1
0.0,0,1,0.0,0,0,0,0,0
12.6,5,1,12.0,4,0,0,9,1
11.5,2,1,12.5,2,0,1,9,0
13.0,11,1,13.666666666666666,12,0,0,16,1
0.0,0,0,14.5,2,0,1,13,0
0.0,0,1,13.2,4,1,0,8,0
14.8,5,1,12.166666666666666,5,1,0,14,0
11.333333333333334,6,1,11.25,4,0,0,6,1
14.428571428571429,6,1,15.166666666666666,6,1,0,7,1
13.4,4,1,11.166666666666666,6,1,0,7,1
10.983333333333334,6,1,10.983333333333334,6,1,0,8,1
11.5,5,1,10.75,4,1,0,11,1
14.285714285714286,7,0,13.384615384615383,11,1,0,13,1
0.0,0,1,0.0,0,0,0,6,0
14.833333333333334,5,1,13.0,4,0,0,9,1
13.5,6,1,16.11111111111111,6,0,0,7,1
11.0,6,1,11.5,6,0,0,8,1
10.5,2,1,10.75,4,0,0,12,0
13.0,5,1,11.6,4,1,0,8,1
0.0,0,1,0.0,0,0,1,7,0
14.142857142857142,5,1,13.8,5,0,0,7,1
14.6875,8,1,13.585714285714284,7,0,0,8,1
13.0,5,1,13.857142857142858,6,0,0,8,1
12.6,5,1,13.444444444444445,6,1,0,9,1
13.857142857142858,6,1,14.0,6,0,0,7,1
0.0,0,1,12.0,1,0,1,0,0
13.833333333333334,5,1,14.2,5,0,0,6,1
12.0,3,0,11.0,3,0,0,12,0
0.0,0,1,0.0,0,0,0,0,1
13.0,12,1,14.0,13,0,0,13,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,0,0.0,0,0,0,0,0
0.0,0,1,0.0,0,1,0,0,1
14.333333333333334,6,1,13.5,6,0,0,6,1
0.0,0,1,0.0,0,0,0,0,0
14.88888888888889,17,1,13.38888888888889,17,1,0,18,1
0.0,0,0,0.0,0,0,0,0,0
13.583333333333334,11,1,13.583333333333334,12,0,0,12,1
0.0,0,0,0.0,0,0,1,5,0
0.0,0,1,10.0,1,0,0,5,0
15.2,5,1,15.2,5,0,0,5,1
0.0,0,1,12.8,4,0,0,17,0
11.0,4,1,11.166666666666666,5,0,0,5,0
12.828571428571427,7,1,12.828571428571427,7,0,0,9,1
12.6,4,0,12.5,6,0,1,10,0
12.4,3,1,10.0,3,1,0,10,1
13.25,4,0,11.5,6,0,0,10,1
11.328571428571427,7,0,11.328571428571427,7,0,1,11,0
13.033333333333331,6,1,13.033333333333331,6,0,0,7,1
11.75,4,1,12.166666666666666,6,0,0,7,1
13.6,5,1,14.4,5,0,0,5,1
0.0,0,1,0.0,0,0,0,14,0
12.0,6,1,12.666666666666666,6,1,0,6,1
11.666666666666666,3,0,12.0,2,0,1,14,0
0.0,0,0,0.0,0,0,0,5,0
10.8,4,1,11.666666666666666,3,0,0,10,0
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,10.0,1,0,0,10,0
0.0,0,1,0.0,0,0,0,9,0
12.0,3,1,12.25,4,0,0,16,0
12.5,6,1,12.0,4,0,0,6,1
0.0,0,0,0.0,0,0,0,5,0
0.0,0,0,0.0,0,0,0,10,0
0.0,0,0,0.0,0,0,0,8,0
12.0,13,1,12.6875,16,1,0,13,1
10.666666666666666,6,1,10.4,10,0,0,18,1
10.923076923076923,12,1,10.466666666666669,14,0,0,16,1
13.0,5,1,14.333333333333334,5,0,0,8,1
14.333333333333334,6,1,14.666666666666666,6,1,0,7,1
14.23125,8,1,12.835714285714284,7,0,0,8,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,0.0,0,0,0,0,0
13.24875,8,1,13.24875,8,0,0,8,1
12.4,5,1,14.0,3,1,0,8,1
12.166666666666666,6,1,13.625,6,1,0,7,1
15.61111111111111,8,1,14.85,7,1,0,9,1
11.4,5,1,10.75,4,0,0,6,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,0,0.0,0,0,1,10,0
0.0,0,0,0.0,0,0,0,5,0
11.75,4,0,13.0,5,0,1,11,0
12.4,5,1,12.375,8,0,0,11,1
0.0,0,1,0.0,0,0,0,0,1
13.75,4,1,11.4,5,0,0,9,0
12.0,3,0,13.0,3,0,1,8,0
14.166666666666666,6,1,13.5,6,1,0,6,1
11.0,1,1,0.0,0,0,0,10,0
11.2,5,1,12.0,5,1,0,8,0
13.0,6,1,13.0,5,1,0,7,1
0.0,0,1,0.0,0,0,0,0,1
12.0,1,1,10.5,2,0,0,11,0
12.166666666666666,6,1,12.666666666666666,6,0,0,6,1
0.0,0,1,11.0,1,0,0,8,0
0.0,0,1,0.0,0,0,0,0,0
0.0,0,0,0.0,0,1,1,0,0
16.142857142857142,6,1,15.571428571428571,6,1,0,7,1
11.8,5,1,12.0,4,0,0,7,0
11.333333333333334,3,1,11.25,4,0,1,6,0
0.0,0,1,0.0,0,0,0,0,1
13.6,5,1,12.142857142857142,6,0,0,11,1
0.0,0,0,11.5,2,0,1,7,0
13.0,6,1,13.0,4,0,0,6,1
12.8875,8,1,12.8875,8,0,0,9,1
12.571428571428571,6,1,12.833333333333334,6,0,0,7,1
12.5,2,1,10.666666666666666,3,0,0,11,0
12.28125,8,1,11.983333333333334,6,0,0,12,1
0.0,0,0,0.0,0,0,0,5,0
11.5,6,1,11.833333333333334,6,1,0,6,1
11.0,2,1,12.666666666666666,3,0,0,15,0
14.5,4,1,13.75,4,0,0,8,1
11.8,5,1,11.4,5,0,0,8,0
13.0,6,1,13.166666666666666,6,1,0,6,0
11.8,5,1,12.833333333333334,6,1,0,8,1
14.5,5,1,14.125,6,0,0,10,1
13.0,5,1,11.666666666666666,3,0,0,5,1
11.25,4,0,10.25,6,0,0,14,0
11.75,4,1,12.514285714285716,6,0,0,15,0
10.444444444444445,9,1,11.5,10,0,0,18,0
0.0,0,0,10.0,1,0,0,5,0
12.77777777777778,5,1,15.714285714285714,6,1,0,17,1
11.0,4,1,12.5,4,0,0,7,0
12.75,4,0,12.0,3,0,0,5,0
0.0,0,1,0.0,0,0,1,5,0
11.75,4,1,12.25,4,0,0,8,1
0.0,0,0,0.0,0,0,1,4,0
14.2,5,1,13.6,5,0,0,5,1
11.8,5,1,12.2,5,0,0,9,1
13.333333333333334,6,1,12.285714285714286,6,1,0,7,1
13.0,4,1,12.0,3,0,0,8,1
11.65,7,1,13.342857142857143,6,1,0,10,1
0.0,0,1,0.0,0,0,1,5,0
14.818181818181818,11,1,14.272727272727272,11,0,0,12,1
12.91111111111111,8,1,12.1375,7,1,0,9,1
14.857142857142858,6,1,14.166666666666666,6,0,0,7,1
14.655555555555557,8,1,13.528571428571428,7,0,0,9,1
11.0,6,1,12.0,5,0,0,8,1
11.0,1,1,11.4,5,0,0,11,0
0.0,0,1,0.0,0,0,0,0,0
14.5,11,1,12.916666666666666,12,0,0,16,1
14.3875,8,1,13.6375,7,1,0,8,1
12.142857142857142,7,1,12.9,7,0,0,15,0
14.36,7,1,14.36,7,1,0,8,1
14.7,7,1,14.7,7,0,0,8,1
15.0625,8,1,13.0,7,1,0,8,1
0.0,0,1,13.5,6,0,0,6,0
12.6,5,1,12.333333333333334,5,0,0,7,1
13.0,5,1,13.4,5,0,0,6,1
0.0,0,1,0.0,0,1,0,0,1
14.142857142857142,7,1,14.727272727272728,11,0,0,10,1
15.666666666666666,6,1,16.571428571428573,6,0,0,6,1
15.7425,8,1,15.145,7,0,0,8,1
15.075,8,1,13.44285714285714,7,1,0,8,1
11.75,4,1,14.166666666666666,5,0,0,6,1
12.333333333333334,6,1,11.333333333333334,6,1,0,6,1
13.76125,8,1,13.76125,8,0,0,8,1
10.0,5,0,11.6,5,0,1,9,0
13.0,5,1,12.75,4,1,1,8,1
14.0,6,1,15.307692307692308,6,0,0,9,1
12.0,4,0,13.285714285714286,5,0,0,10,0
14.077777777777778,8,1,14.757142857142856,7,0,0,9,1
12.766666666666666,6,1,12.766666666666666,6,0,0,7,1
0.0,0,0,10.4,5,0,0,13,0
0.0,0,1,0.0,0,0,0,0,0
12.6,5,1,10.5,4,1,0,6,1
13.4,5,1,14.25,4,0,0,6,1
0.0,0,1,11.916666666666666,3,0,0,17,0
11.6,5,1,12.0,4,0,1,6,0
12.75,4,1,11.0,3,0,0,5,0
13.0,5,1,14.166666666666666,6,0,0,8,1
15.0,6,1,14.666666666666666,6,0,0,6,1
12.285714285714286,5,1,0.0,0,0,0,10,1
0.0,0,0,12.666666666666666,3,0,1,5,0
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,0.0,0,0,0,0,0
0.0,0,0,0.0,0,0,0,0,0
14.022222222222222,8,1,13.7,7,1,0,9,1
0.0,0,1,0.0,0,0,0,0,0
13.285714285714286,6,1,13.333333333333334,6,1,0,7,1
12.166666666666666,6,1,11.4,5,0,0,6,1
0.0,0,1,0.0,0,0,0,5,0
0.0,0,1,16.142857142857142,7,0,0,9,0
0.0,0,1,0.0,0,0,0,8,0
15.63375,8,1,15.63375,8,1,0,8,1
14.5,6,1,13.666666666666666,6,0,0,6,1
0.0,0,1,0.0,0,0,0,0,0
11.5,6,1,12.5,6,0,0,7,1
13.0,6,1,12.285714285714286,6,1,0,6,1
0.0,0,1,0.0,0,0,0,0,0
13.125,4,1,12.95,4,0,0,11,0
12.45,6,1,12.45,6,0,0,7,1
13.38125,8,1,13.38125,8,1,0,8,1
11.34,5,0,12.16,5,0,0,7,0
12.166666666666666,6,1,12.75,6,1,0,10,1
13.3425,8,1,13.3425,8,0,0,8,1
13.03125,6,1,14.175,7,1,0,14,1
14.5,2,1,0.0,0,0,0,8,0
0.0,0,1,0.0,0,0,0,7,0
12.142857142857142,5,1,12.0,5,0,0,8,1
11.4,5,1,10.571428571428571,6,1,0,9,1
15.428571428571429,12,1,14.153846153846152,11,0,0,20,1
12.4,5,1,11.166666666666666,6,1,0,11,1
12.666666666666666,17,1,12.0,17,0,0,18,1
12.0,4,1,11.333333333333334,3,0,0,9,0
13.357142857142858,13,1,12.588235294117649,16,1,0,14,1
0.0,0,0,0.0,0,0,0,0,0
12.846153846153848,13,1,12.25,12,0,0,13,1
12.8,5,1,11.6,5,0,0,5,1
12.0,3,0,13.0,4,0,0,11,0
12.5,2,1,10.666666666666666,3,0,1,5,0
11.428571428571429,3,0,11.0,2,0,0,9,0
13.125,8,1,13.428571428571429,6,0,0,9,1
13.05375,8,1,13.05375,8,0,0,10,1
13.833333333333334,6,1,14.166666666666666,6,0,0,7,1
0.0,0,0,0.0,0,0,0,8,0
12.666666666666666,3,1,13.6,5,0,0,13,0
13.333333333333334,5,1,13.714285714285714,6,0,0,7,0
10.0,2,0,11.666666666666666,3,0,1,11,0
0.0,0,0,14.0,1,0,1,6,0
10.0,3,1,12.5,4,0,0,16,0
11.5,4,0,11.833333333333334,5,0,1,11,0
0.0,0,0,0.0,0,0,0,8,0
0.0,0,0,0.0,0,0,1,0,0
12.4,10,1,11.538461538461538,13,0,0,15,0
0.0,0,1,0.0,0,1,0,0,1
0.0,0,0,0.0,0,0,1,5,0
0.0,0,0,12.666666666666666,3,0,0,7,0
15.0,6,1,14.428571428571429,6,0,0,8,1
12.6,7,1,13.117142857142856,7,1,0,9,1
11.833333333333334,6,1,12.666666666666666,6,0,1,7,1
0.0,0,1,0.0,0,1,0,0,0
16.5,6,1,15.285714285714286,6,0,0,6,1
11.25,4,1,10.5,3,0,1,8,1
12.6,9,1,12.636363636363637,11,1,0,11,1
0.0,0,1,0.0,0,0,0,0,0
14.0,1,0,14.333333333333334,3,0,1,8,0
0.0,0,1,0.0,0,0,0,0,0
14.428571428571429,6,1,13.5,6,1,0,7,1
0.0,0,0,0.0,0,0,0,8,0
11.428571428571429,7,1,12.8,9,0,0,9,1
12.0,5,1,10.8,5,0,1,7,0
11.0,4,1,11.4,4,0,0,7,1
14.5,8,1,13.725714285714286,7,0,0,8,1
11.166666666666666,6,1,13.5,6,1,0,6,1
15.57,7,1,15.57,7,0,0,8,0
15.91111111111111,8,1,14.114285714285714,7,0,0,9,0
0.0,0,1,0.0,0,0,0,0,0
13.75,4,1,13.5,4,0,0,6,1
0.0,0,1,11.25,4,0,0,10,0
11.333333333333334,6,1,12.142857142857142,6,1,0,8,1
13.075714285714286,7,1,13.075714285714286,7,0,0,8,1
0.0,0,1,0.0,0,0,0,0,0
13.5,2,1,11.0,3,0,1,11,0
0.0,0,1,0.0,0,0,0,7,0
13.512857142857142,7,1,13.512857142857142,7,1,0,8,1
12.166666666666666,6,1,12.833333333333334,6,1,0,6,1
11.666666666666666,3,1,15.0,3,1,0,9,0
13.333333333333334,3,0,12.8,5,0,1,16,0
0.0,0,0,12.333333333333334,3,0,1,16,0
12.288,5,1,12.288,5,0,0,15,0
13.285714285714286,7,1,12.333333333333334,12,0,0,13,1
12.8,5,1,11.5,4,1,0,5,1
11.142857142857142,4,1,11.833333333333334,6,0,0,11,0
0.0,0,0,0.0,0,0,1,5,0
0.0,0,1,0.0,0,0,0,5,0
0.0,0,1,0.0,0,0,0,0,0
13.0,5,1,12.333333333333334,6,0,0,5,1
12.833333333333334,6,1,12.428571428571429,6,0,0,6,1
13.544444444444444,8,1,12.765714285714289,7,1,0,9,1
12.6,5,1,12.1,5,0,0,10,0
11.5,5,1,12.0,5,0,0,9,1
0.0,0,1,0.0,0,0,0,6,0
12.0,13,1,11.357142857142858,13,0,0,14,1
12.5,6,1,13.5,6,0,0,6,1
0.0,0,0,0.0,0,0,1,0,0
14.75,8,1,13.884285714285712,7,0,0,9,0
10.5,2,1,11.666666666666666,2,0,0,20,0
12.666666666666666,6,1,14.5,6,0,0,6,1
14.166666666666666,6,1,14.714285714285714,6,0,0,7,1
14.333333333333334,6,1,13.285714285714286,6,1,0,6,1
0.0,0,0,0.0,0,0,1,7,0
11.5,4,1,13.0,5,0,1,10,0
14.0,5,1,11.5,6,1,0,11,1
11.6,5,1,11.8,5,1,0,10,1
12.285714285714286,3,0,10.666666666666666,3,1,0,10,0
14.864444444444445,8,1,13.8875,6,1,0,9,1
11.5,6,1,11.4,5,1,1,9,1
12.142857142857142,7,1,12.333333333333334,9,0,0,12,1
13.427499999999998,8,1,13.427499999999998,8,0,0,8,1
15.5,2,1,15.166666666666666,6,0,0,6,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,10.5,2,0,0,9,0
11.0,3,1,11.8,5,1,0,8,1
12.36111111111111,8,1,13.075,7,0,1,11,1
13.0,2,1,11.6,4,0,0,14,0
12.25,4,1,13.666666666666666,6,0,0,10,0
10.0,2,1,10.75,4,0,0,7,0
12.68888888888889,8,1,13.492857142857144,6,0,0,9,1
0.0,0,0,0.0,0,0,0,0,0
14.8,5,1,13.285714285714286,5,0,0,16,0
11.8,5,1,12.6,5,0,0,13,1
14.666666666666666,6,1,14.0,6,0,0,7,1
10.5,2,0,11.5,2,0,1,8,0
0.0,0,0,0.0,0,0,0,9,0
12.875,6,0,11.833333333333334,6,1,1,8,1
12.4,5,0,11.5,5,0,1,8,1
12.333333333333334,6,1,14.166666666666666,6,0,0,8,1
0.0,0,1,0.0,0,0,1,5,0
0.0,0,0,10.5,2,0,0,16,0
13.166666666666666,6,1,11.833333333333334,6,0,0,6,1
0.0,0,1,0.0,0,1,0,6,0
12.4,5,1,12.4,5,0,0,5,1
0.0,0,0,10.5,2,0,0,9,0
0.0,0,0,0.0,0,0,1,6,0
14.333333333333334,11,1,14.583333333333334,12,1,0,14,1
12.666666666666666,3,1,11.666666666666666,6,0,0,10,1
0.0,0,0,0.0,0,0,1,5,0
0.0,0,1,13.0,1,1,0,15,0
15.011111111111113,9,1,15.66,7,0,0,11,1
0.0,0,1,0.0,0,0,0,10,0
12.75,4,1,12.166666666666666,6,1,0,8,1
13.3,6,1,13.3,6,0,0,7,1
0.0,0,1,0.0,0,0,0,13,0
0.0,0,1,0.0,0,0,0,0,0
0.0,0,0,0.0,0,1,1,0,0
13.55714285714286,7,1,13.55714285714286,7,0,0,8,1
10.333333333333334,3,1,12.0,4,0,0,11,0
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,0.0,0,0,0,0,1
12.183333333333332,6,1,12.183333333333332,6,0,0,7,1
11.0,4,0,11.833333333333334,6,0,0,21,0
0.0,0,0,0.0,0,0,1,4,0
14.333333333333334,5,1,15.0,6,0,0,10,1
0.0,0,1,0.0,0,0,0,0,1
0.0,0,1,0.0,0,0,0,0,1
13.435,8,1,13.435,8,1,0,8,1
0.0,0,1,13.5,4,0,0,9,0
12.176470588235292,17,1,11.5,17,0,0,17,1
11.5,4,0,12.2,5,0,1,11,0
0.0,0,1,0.0,0,0,0,0,1
14.0,8,1,14.5,10,0,0,15,1
12.666666666666666,6,1,13.333333333333334,6,0,1,8,1
12.555555555555555,9,1,12.0,9,0,0,21,1
14.0,6,1,15.125,6,0,0,9,1
13.116666666666667,6,1,13.116666666666667,6,0,0,7,1
11.666666666666666,6,1,12.833333333333334,6,0,0,7,1
14.166666666666666,6,1,13.333333333333334,6,1,0,6,1
15.6625,8,1,13.877142857142855,7,0,0,8,1
12.944285714285714,7,1,12.944285714285714,7,0,0,8,1
14.266666666666666,6,1,14.266666666666666,6,0,0,7,1
14.0,5,1,13.0,5,0,0,8,1
12.48375,8,1,12.48375,8,0,0,8,1
15.3125,8,1,13.428571428571429,7,0,0,8,1
0.0,0,0,10.666666666666666,3,0,1,12,0
12.2,5,1,15.4,5,0,0,7,1
13.45,6,1,13.45,6,0,0,7,1
12.6,6,1,12.6,6,1,0,7,1
12.9375,8,1,12.485714285714286,7,0,0,12,1
12.8,5,1,10.8,5,1,0,7,1
14.0,6,1,13.833333333333334,6,0,0,6,1
12.5,4,1,13.2,5,0,0,6,1
0.0,0,1,14.0,1,1,1,6,0
14.0,5,1,13.875,8,0,0,8,1
12.714285714285714,5,1,12.5,5,1,0,8,1
12.5,6,1,13.428571428571429,6,1,0,6,1
15.11111111111111,8,1,14.868571428571428,7,1,0,9,1
13.21875,8,1,13.03,7,0,0,8,1
12.333333333333334,6,1,14.571428571428571,6,0,0,7,1
11.25,4,1,11.0,5,0,0,9,1
13.3675,8,1,13.3675,8,1,0,8,1
12.825714285714286,7,1,12.808333333333332,6,1,0,11,1
13.8875,8,1,13.918571428571427,7,0,0,9,1
12.8,4,1,13.0,6,0,0,9,1
13.683333333333332,6,1,13.683333333333332,6,0,0,7,1
12.0,1,1,13.0,5,0,0,12,0
11.2,5,1,12.8,5,0,0,7,1
12.166666666666666,6,1,13.571428571428571,6,1,0,6,1
13.166666666666666,6,1,13.166666666666666,6,0,0,6,1
14.5,6,1,15.0,6,1,0,6,1
11.4,5,1,12.666666666666666,6,0,0,8,1
13.142857142857142,6,1,13.857142857142858,6,1,0,7,0
14.9625,8,1,14.692857142857145,7,0,0,8,1
14.035,8,1,14.035,8,0,0,8,1
14.0,3,1,11.0,4,0,0,8,1
13.333333333333334,6,1,13.333333333333334,6,1,0,6,1
12.33,7,1,11.7725,6,0,0,9,1
0.0,0,1,0.0,0,0,0,0,0
0.0,0,1,0.0,0,0,0,12,0
0.0,0,0,0.0,0,0,0,0,0
12.0,6,1,12.285714285714286,6,1,0,6,1
13.166666666666666,6,1,12.166666666666666,6,0,0,9,1
14.805714285714286,7,1,14.805714285714286,7,0,0,8,1
11.714285714285714,6,1,10.6,5,0,0,10,0
12.666666666666666,6,1,12.833333333333334,6,1,1,6,1
13.8,5,1,13.0,5,1,0,6,1
13.7125,8,1,12.725,7,1,0,8,1
10.333333333333334,3,1,11.25,4,0,0,10,1
13.461538461538462,12,1,13.818181818181818,11,0,0,16,1
13.0,3,1,12.333333333333334,3,0,0,8,1
15.4,5,1,13.666666666666666,6,0,0,9,1
12.142857142857142,6,1,14.833333333333334,6,1,0,8,1
13.125,5,1,11.2,5,1,0,10,0
12.2,5,1,11.4,5,1,0,6,1
13.244444444444444,8,1,13.135,7,0,0,9,1
11.4,10,1,13.0,10,0,0,11,0
12.5,5,1,13.5,6,0,0,9,1
14.5,6,1,13.5,5,1,0,6,1
13.0,5,1,10.75,4,1,0,5,1
11.833333333333334,6,1,11.333333333333334,6,1,0,9,1
13.285714285714286,5,1,13.0,3,1,0,12,1
13.966666666666669,6,1,13.966666666666669,6,0,0,7,1
14.14125,8,1,14.14125,8,1,0,8,1
11.75,4,1,11.6,4,1,0,10,1
14.6625,8,1,14.6625,8,1,0,8,1
12.66875,8,1,12.993333333333334,6,1,0,9,1
12.8,5,1,12.2,5,0,0,10,1
0.0,0,1,0.0,0,0,0,0,0
11.8,5,1,12.2,5,0,0,7,1
0.0,0,1,0.0,0,1,0,12,0
11.666666666666666,6,1,11.333333333333334,6,0,0,6,1
13.1,6,1,13.857142857142858,6,0,0,15,1
13.333333333333334,6,1,12.857142857142858,6,0,0,6,1
0.0,0,1,10.0,1,0,0,12,0
11.384615384615383,13,0,10.214285714285714,14,0,1,13,1
10.333333333333334,3,0,11.285714285714286,6,0,1,16,0
0.0,0,1,13.833333333333334,6,1,0,7,0
12.6,5,1,12.857142857142858,6,0,0,8,1
12.0,4,1,11.666666666666666,6,1,0,9,0
0.0,0,0,0.0,0,0,0,10,0
13.2,5,1,14.4,5,0,0,6,1
14.166666666666666,6,1,14.833333333333334,6,0,0,6,1
12.0,6,1,14.333333333333334,6,1,0,9,1
0.0,0,1,0.0,0,0,0,0,1
0.0,0,1,0.0,0,0,0,0,0
12.666666666666666,6,1,12.333333333333334,6,1,0,7,1
12.4,5,1,11.8,5,0,0,5,1
10.6,5,1,13.2,5,0,1,7,0
0.0,0,0,0.0,0,0,1,10,0
0.0,0,0,0.0,0,0,0,0,0
13.285714285714286,6,1,11.5,6,0,0,7,1
12.2,5,1,12.6,5,0,0,7,1
14.22222222222222,8,1,13.542857142857144,7,0,0,9,1
13.833333333333334,6,1,13.666666666666666,6,1,0,6,1
0.0,0,0,0.0,0,0,0,8,0
0.0,0,0,0.0,0,0,0,0,0
0.0,0,1,0.0,0,0,0,0,0
12.285714285714286,6,1,11.5,6,0,0,8,1
12.9125,7,1,11.828571428571427,7,0,0,10,1
0.0,0,1,0.0,0,0,0,0,1
