alpha,u,class
164.2845274,22.56253,GALAXY
164.8141332,21.9915,GALAXY
116.3923491,18.91232,QSO
120.4612759,25.44156,STAR
122.7399105,21.65781,QSO
249.6333066,23.30858,GALAXY
233.4931488,23.84488,GALAXY
138.6568506,23.87094,GALAXY
40.89692881,21.12905,QSO
30.96191193,20.68383,QSO
328.9306988,25.67021,GALAXY
230.7270935,22.74369,GALAXY
235.8624161,23.05041,GALAXY
4.396896305,17.49365,STAR
351.2107283,16.43946,STAR
227.1104996,24.16946,STAR
174.874573,19.54331,STAR
178.522023,20.55805,QSO
181.7789866,16.78492,STAR
185.9702557,21.38383,QSO
127.7636957,25.37878,GALAXY
141.9147405,23.12221,GALAXY
142.0974452,23.63617,GALAXY
143.2414434,23.61163,GALAXY
143.582085,23.26615,GALAXY
145.3718969,22.85167,GALAXY
152.5866821,22.36624,QSO
153.1890776,23.73605,GALAXY
178.5416197,26.91355,GALAXY
177.1921914,22.79629,GALAXY
23.07155223,25.03348,GALAXY
175.8230791,21.19425,QSO
253.1991931,23.26413,QSO
222.1746859,20.00589,GALAXY
226.1436954,25.69528,GALAXY
231.4156025,23.11777,GALAXY
214.7872569,19.28533,GALAXY
221.5601557,24.76005,GALAXY
210.8532547,19.22754,GALAXY
143.2847026,25.84535,GALAXY
234.8470589,18.3744,GALAXY
204.3590402,20.62559,QSO
338.0692544,21.70941,GALAXY
119.9492001,23.1006,GALAXY
47.53239286,20.42415,STAR
356.1710041,21.07027,STAR
359.2280614,21.18471,QSO
137.0399875,22.47845,STAR
46.26623917,21.78003,QSO
237.0848011,18.96106,GALAXY
341.1967748,25.01782,QSO
218.4018637,23.81443,GALAXY
220.9513414,24.64047,GALAXY
227.0714573,23.72076,GALAXY
134.2736804,21.91603,GALAXY
200.2895453,20.51228,GALAXY
8.276840551,21.53142,QSO
278.6212726,19.65179,STAR
151.6258522,18.7272,GALAXY
173.16132,21.32673,STAR
238.564071,19.02294,STAR
357.1979034,24.151,GALAXY
195.7426288,21.82615,GALAXY
150.9008051,22.266,GALAXY
199.4001831,23.70465,GALAXY
118.8699026,22.94195,STAR
226.3846621,21.82074,GALAXY
340.5041538,26.09426,GALAXY
191.5857549,21.02801,QSO
151.3040382,19.44431,GALAXY
340.8019599,21.67311,STAR
232.8989062,23.54284,GALAXY
46.20650842,17.78596,STAR
154.9779764,26.32756,GALAXY
159.859455,22.78939,GALAXY
232.0013952,22.82966,STAR
3.95372415,21.53001,QSO
205.4132031,23.46341,GALAXY
231.3312944,20.40104,GALAXY
116.9504774,17.40673,STAR
28.39083494,23.25099,GALAXY
14.80348334,21.50822,GALAXY
29.09875356,23.02059,GALAXY
123.709953,20.5725,QSO
156.95619,22.83511,GALAXY
305.4136521,23.07366,STAR
192.6759068,19.41255,GALAXY
198.485154,25.91859,GALAXY
118.8420677,20.92149,STAR
117.2195436,18.32032,STAR
343.398641,20.18747,STAR
337.267539,23.79235,STAR
347.2512127,19.24501,GALAXY
44.45742316,22.65169,STAR
47.00568241,23.58003,STAR
221.7336309,16.81096,STAR
224.8483528,18.48796,STAR
21.49572401,18.96615,QSO
23.96902364,21.00827,QSO
36.0345333,20.2539,QSO
46.86288753,18.51172,STAR
352.3694069,22.8246,GALAXY
193.0473329,22.05502,GALAXY
172.8676516,24.61267,STAR
236.9529785,19.12554,GALAXY
181.5379921,19.25163,STAR
182.3888966,20.57865,STAR
144.0205562,23.30386,GALAXY
155.8874959,24.11203,GALAXY
147.5625599,22.93388,GALAXY
226.8086332,21.56447,GALAXY
219.7494594,22.44562,GALAXY
237.0950587,20.29095,GALAXY
302.0367647,21.10379,STAR
218.6532431,21.82868,QSO
8.580033039,21.84323,QSO
232.1430473,22.14455,GALAXY
312.9146268,17.22469,STAR
148.4314212,24.7457,GALAXY
16.8886744,26.08541,GALAXY
24.42816597,23.86276,GALAXY
28.93864812,25.94817,GALAXY
328.949616,24.93149,GALAXY
176.1057577,18.87453,QSO
182.2861534,21.36444,QSO
245.9639363,22.58501,GALAXY
215.0630658,25.95502,GALAXY
172.3910317,18.13149,GALAXY
137.5505652,24.17958,GALAXY
347.883348,25.81423,QSO
353.9699151,19.66583,GALAXY
354.2100264,23.47357,GALAXY
357.1527879,20.81757,GALAXY
47.32233006,21.54735,STAR
47.46865473,20.85929,STAR
48.9119017,22.07792,STAR
50.93576365,20.51143,QSO
52.23672926,23.58154,STAR
190.170703,19.22676,STAR
191.9759694,18.18745,STAR
123.9630954,18.68355,STAR
117.2071927,18.67889,STAR
125.4210037,19.40474,STAR
116.4715186,20.95168,STAR
28.38788934,21.16275,GALAXY
249.1378688,23.33471,GALAXY
232.4532329,25.23777,GALAXY
182.8690099,21.18622,QSO
192.0004104,20.72956,QSO
193.3700543,20.5178,STAR
142.3983659,23.142,GALAXY
142.4363357,25.68881,GALAXY
142.7169964,21.6302,STAR
157.1985261,24.15945,GALAXY
130.7212789,21.22253,GALAXY
29.12070822,19.16993,QSO
248.0660497,22.40799,GALAXY
235.583665,23.85256,STAR
138.6783872,22.00338,GALAXY
344.5785119,22.08074,GALAXY
226.1333149,26.05801,QSO
53.39497201,22.17559,STAR
6.311005909,25.0625,STAR
331.389386,24.73216,GALAXY
185.0893779,25.43791,GALAXY
202.0177596,23.73969,GALAXY
202.2233808,23.77887,GALAXY
204.3173326,25.75208,GALAXY
164.9761893,23.38114,GALAXY
115.6975034,23.79383,GALAXY
143.4672161,25.40431,GALAXY
23.27289353,25.0967,GALAXY
13.88689542,26.0346,GALAXY
137.4577557,22.63363,GALAXY
209.8369916,19.14676,GALAXY
213.2943556,19.69873,GALAXY
205.1782871,17.69581,GALAXY
202.4664776,24.14574,GALAXY
141.5015883,19.21143,QSO
187.1548833,22.96875,GALAXY
175.0126847,25.27076,GALAXY
172.2992525,23.47759,STAR
171.7716769,22.14702,GALAXY
161.7863471,21.18233,GALAXY
346.3893571,23.73121,GALAXY
48.73539036,18.50169,STAR
348.6751298,19.42476,GALAXY
134.3156357,20.38632,QSO
208.9233682,20.22618,GALAXY
146.5992799,22.51894,GALAXY
160.0367419,17.80995,GALAXY
124.3816155,19.55885,STAR
221.9441901,22.95613,GALAXY
231.2732103,21.29323,QSO
357.7005755,21.88266,GALAXY
342.5211113,23.20774,GALAXY
351.5558042,23.98431,GALAXY
354.4191417,25.5042,GALAXY
235.2565897,24.28203,QSO
143.034292,22.21146,GALAXY
138.9676789,21.4873,GALAXY
143.8738682,23.47709,GALAXY
129.899476,24.69773,GALAXY
46.37882472,20.73049,STAR
28.84329411,19.81761,GALAXY
11.18387621,20.21031,GALAXY
0.628805081,23.17041,GALAXY
128.7276407,19.39366,STAR
16.57384039,20.86702,STAR
146.5150005,26.54607,GALAXY
8.078592191,18.94387,STAR
190.0699173,18.44284,STAR
228.1388476,23.42518,GALAXY
232.9227421,23.02258,GALAXY
220.0080824,26.39799,GALAXY
185.5250091,20.58718,QSO
187.1122368,21.08318,STAR
188.9808171,19.8022,QSO
192.3499132,17.83655,STAR
132.748839,21.86748,GALAXY
145.7349226,24.19147,GALAXY
117.4070928,18.11644,STAR
3.40132903,24.11121,GALAXY
236.7064044,24.83759,GALAXY
217.7300466,24.0249,GALAXY
180.9938847,25.31322,GALAXY
184.5757242,24.54914,GALAXY
185.6684136,22.34632,GALAXY
175.5591507,21.45898,GALAXY
133.9058387,20.44735,STAR
336.7862831,23.84906,GALAXY
173.9768076,25.26974,GALAXY
26.1743395,24.48555,GALAXY
230.5325982,22.76579,GALAXY
203.3426848,18.7207,GALAXY
121.2931209,20.99539,GALAXY
129.4701278,24.77582,GALAXY
146.9794682,25.88546,GALAXY
155.9048639,20.02904,GALAXY
46.65620323,20.44888,STAR
10.9669823,23.16898,QSO
358.9870401,23.56439,GALAXY
312.1715481,19.70833,STAR
241.7613645,18.95182,GALAXY
152.3871397,21.68867,QSO
156.3789579,19.00895,STAR
230.6613012,22.57265,QSO
175.8591603,23.14139,STAR
178.5087502,21.65114,STAR
182.5728025,17.32123,STAR
183.7972638,20.7056,QSO
155.404947,22.83955,GALAXY
142.3197417,25.56651,GALAXY
142.8060124,24.83292,QSO
143.5701659,24.40301,GALAXY
153.9729499,22.81712,GALAXY
152.4323381,20.3533,GALAXY
146.6087694,22.9609,GALAXY
158.9065935,18.84056,GALAXY
220.0936935,22.50999,QSO
162.2609883,23.66989,STAR
118.6855337,21.89761,STAR
242.570154,23.00425,GALAXY
138.2672845,25.50056,GALAXY
154.6343483,26.83081,GALAXY
2.294249029,21.39225,STAR
11.91380233,19.52718,QSO
38.78979838,19.95227,QSO
192.3110054,20.26752,STAR
320.6320918,22.30318,QSO
143.8908109,19.35611,STAR
28.23378549,25.07894,QSO
161.5890689,22.49537,GALAXY
335.7772361,23.70128,GALAXY
196.4713284,25.90576,GALAXY
222.8296791,25.94419,GALAXY
332.7031587,25.88673,GALAXY
207.4916057,23.44342,GALAXY
219.8236999,23.80298,GALAXY
359.7898232,25.17045,GALAXY
198.7975338,25.04515,GALAXY
213.1512329,19.51702,GALAXY
159.5528378,25.34759,STAR
52.52677912,20.79165,QSO
124.9932181,23.27919,STAR
114.9257909,18.44326,STAR
215.1291484,18.58316,QSO
218.8194339,19.59483,QSO
317.9670104,21.31042,QSO
261.0300183,18.22329,STAR
333.8933892,24.62821,STAR
173.4416465,20.42845,QSO
174.2765797,21.11027,QSO
181.2956424,21.55955,QSO
182.0014121,21.05785,QSO
143.6090768,23.25691,GALAXY
156.0978715,23.4121,GALAXY
156.486328,23.46013,GALAXY
219.3234999,21.52137,GALAXY
184.7785622,23.12475,GALAXY
24.72889688,24.7456,GALAXY
24.73434867,23.85399,GALAXY
22.39652826,23.55027,STAR
16.48177701,19.1798,GALAXY
359.262507,26.98909,GALAXY
241.3749289,19.70534,GALAXY
253.5569765,20.29251,GALAXY
135.6900183,19.51813,QSO
120.1159717,16.50646,STAR
148.0224386,22.78535,GALAXY
332.0000074,25.15406,GALAXY
149.7576348,19.43842,GALAXY
146.3297369,19.3543,STAR
17.54300163,25.14818,GALAXY
17.55376339,21.92172,GALAXY
126.7743356,20.88676,QSO
228.5192347,19.20138,QSO
129.2848328,23.23453,GALAXY
144.5246409,22.98605,GALAXY
229.919385,22.54165,GALAXY
222.6986945,19.48943,STAR
196.97104,20.31752,GALAXY
328.4876839,23.46121,GALAXY
330.3260022,23.82332,GALAXY
335.1608685,24.04762,GALAXY
357.6943959,22.54311,STAR
218.0555153,22.62621,GALAXY
20.05453452,23.89704,GALAXY
20.4597302,22.0636,GALAXY
6.693526738,23.43866,GALAXY
336.3744742,26.84696,GALAXY
337.9294033,22.65458,GALAXY
333.6503753,20.13366,GALAXY
13.00537494,23.10214,GALAXY
126.7346664,24.67971,GALAXY
242.3031166,19.91327,QSO
137.5990926,23.0604,GALAXY
235.2978519,25.27126,GALAXY
359.1968039,21.41438,QSO
125.4566373,24.1103,STAR
212.3708649,19.59692,GALAXY
216.6904145,20.39027,GALAXY
218.9559416,18.8886,GALAXY
227.8149978,21.97827,QSO
218.2585019,22.45947,GALAXY
226.9263149,22.73458,GALAXY
131.3165984,21.48844,QSO
224.3518407,20.18751,STAR
228.5388212,19.81623,QSO
338.3555179,24.95998,STAR
235.1466705,18.70405,GALAXY
118.6609028,24.55607,GALAXY
121.1750284,23.95085,GALAXY
227.5104553,22.78528,GALAXY
46.98897108,18.11605,STAR
46.06672451,23.57756,STAR
247.0651526,15.565,STAR
334.8161841,21.91975,STAR
185.8475116,21.63849,GALAXY
192.2076426,17.96646,STAR
151.7147675,25.59984,GALAXY
128.8088317,23.37876,GALAXY
241.3216587,19.40149,GALAXY
46.46176341,18.45894,STAR
355.3117781,22.13954,QSO
356.7746346,20.85901,QSO
196.8439688,17.70127,GALAXY
196.5829634,23.71671,GALAXY
246.9727724,25.4838,GALAXY
258.7559879,20.32802,GALAXY
334.7015639,23.49625,GALAXY
197.1077466,19.04514,GALAXY
197.9830815,17.18407,GALAXY
200.3248916,18.64444,GALAXY
219.1323958,19.72157,GALAXY
212.1670735,19.90371,GALAXY
34.5702213,25.24683,GALAXY
222.0664798,24.18089,GALAXY
223.2565526,20.26027,QSO
15.2277952,22.3922,GALAXY
181.8089035,21.02295,QSO
183.4461776,17.46864,STAR
195.38445,22.78369,GALAXY
353.6924275,21.62087,GALAXY
204.1063889,19.50073,GALAXY
322.4447219,22.45802,QSO
138.2321254,24.57417,GALAXY
195.8427192,22.50518,GALAXY
173.4928465,25.02643,GALAXY
197.3803865,24.10813,GALAXY
54.64554708,20.30959,QSO
21.92375487,25.84438,QSO
143.6586631,22.62362,GALAXY
132.316544,22.98511,GALAXY
155.59666,23.7167,STAR
131.4833546,19.16779,QSO
133.3612809,21.44295,QSO
128.5526688,20.5312,GALAXY
205.3896075,20.5699,QSO
192.1653629,17.9768,STAR
160.1715829,20.56823,GALAXY
46.03784224,20.80553,QSO
18.0368571,22.81175,GALAXY
216.3486378,22.91272,STAR
156.1616657,20.88614,QSO
178.077789,19.05959,STAR
181.9989181,20.96571,STAR
192.6991125,18.83234,STAR
148.9459032,23.91213,GALAXY
141.7604657,19.19817,GALAXY
214.8893655,18.03337,GALAXY
171.0813682,22.99292,STAR
179.6588207,21.61647,QSO
179.82126,19.18355,STAR
5.260669141,23.16022,QSO
56.33566656,22.64282,STAR
54.21752276,19.70266,STAR
248.3891013,18.08342,STAR
16.70141815,20.71357,STAR
17.62979377,20.28523,STAR
125.3434276,22.89073,STAR
157.183445,23.98547,GALAXY
158.8434503,22.43092,GALAXY
11.43033666,24.0743,GALAXY
46.04698497,21.86881,STAR
20.31551967,20.34439,QSO
335.2225817,20.22675,QSO
334.6627903,22.79136,GALAXY
340.3459207,23.15999,GALAXY
232.2145053,23.79058,GALAXY
119.3352391,22.22658,STAR
160.0902205,22.55696,QSO
311.0569922,19.51547,STAR
200.7375953,22.25608,GALAXY
115.7936921,22.20649,QSO
116.9862381,19.47137,QSO
207.3929894,21.14066,QSO
137.6355668,21.71943,QSO
137.8500499,19.96301,QSO
215.3816721,25.58872,GALAXY
155.1583835,19.70209,QSO
126.4491199,24.23209,QSO
139.4669264,22.73219,GALAXY
149.7464575,22.33377,GALAXY
155.925578,22.0311,QSO
179.5230601,21.54231,QSO
186.3956829,21.76123,QSO
187.9574639,22.03065,QSO
192.5807002,22.54498,GALAXY
168.3398579,23.39285,QSO
236.2180134,19.12912,GALAXY
247.5651087,19.25014,GALAXY
139.5588401,25.3844,STAR
142.0319622,18.8352,STAR
124.5594769,16.83233,STAR
117.6500135,23.70274,STAR
216.6041691,22.99181,QSO
158.1853921,23.10574,GALAXY
335.3349398,23.1754,STAR
46.87610045,17.83793,STAR
350.6317023,23.33661,GALAXY
215.1311047,21.31729,STAR
120.4917513,25.32027,GALAXY
210.5856886,24.62296,STAR
173.1720554,20.05595,GALAXY
147.2735411,21.98145,QSO
149.1176637,21.79158,STAR
149.3617249,19.90999,STAR
149.3908913,19.28301,QSO
152.6873691,19.87903,QSO
223.6979071,24.36775,GALAXY
209.4689599,19.38391,GALAXY
252.8670207,22.26416,STAR
221.6030688,19.10641,GALAXY
233.8916724,22.38124,GALAXY
237.5715897,22.80252,GALAXY
239.9023741,26.49106,GALAXY
115.5479218,25.05667,STAR
171.4577753,24.59498,GALAXY
13.23671662,22.50113,GALAXY
20.62461313,23.7272,GALAXY
22.93698819,22.1675,GALAXY
156.9048865,23.09275,GALAXY
147.6452328,26.41334,GALAXY
232.3355308,22.25952,GALAXY
229.3477077,25.19438,GALAXY
234.2610654,21.88562,GALAXY
53.4612524,18.32868,STAR
45.74555582,19.0502,STAR
199.0964921,17.53926,STAR
359.5941077,22.47371,STAR
330.1740648,25.21907,GALAXY
138.2372855,24.60246,GALAXY
246.0400674,24.68798,GALAXY
248.2685848,23.67026,GALAXY
227.5776466,20.39022,GALAXY
155.6849137,23.26465,GALAXY
11.1104164,25.31731,GALAXY
146.9063901,23.01458,GALAXY
153.6247923,19.3249,GALAXY
14.94298324,19.89101,QSO
218.8846046,24.89149,GALAXY
174.252148,18.26368,STAR
156.5490621,22.33742,STAR
202.179866,23.19127,GALAXY
220.4582871,20.75968,STAR
173.5838967,26.18945,GALAXY
223.0228538,24.01375,GALAXY
38.38915922,24.21711,GALAXY
40.36750809,22.8736,GALAXY
44.39943078,24.2698,GALAXY
164.5319127,27.06803,GALAXY
253.7197591,22.19648,QSO
197.5903207,23.62181,GALAXY
31.01933876,26.49734,GALAXY
148.61736,26.18769,GALAXY
20.33326003,25.36954,GALAXY
7.648904422,25.7079,GALAXY
204.9819141,25.32249,GALAXY
225.9275521,26.31409,GALAXY
219.5743199,26.75168,GALAXY
142.8220037,20.60383,GALAXY
121.303856,26.41269,GALAXY
132.7628008,24.44374,GALAXY
0.282376387,21.84825,GALAXY
341.957643,24.22979,GALAXY
175.2179414,22.57823,GALAXY
259.4757473,19.89168,GALAXY
49.94526109,20.83571,QSO
355.518714,26.04147,GALAXY
221.5323691,21.87584,GALAXY
7.252363014,22.8405,GALAXY
358.3566503,23.19985,GALAXY
346.7529691,23.79932,GALAXY
129.8991426,22.49823,STAR
250.8187421,21.8263,GALAXY
338.7123415,22.21436,GALAXY
353.7180883,21.00909,QSO
358.1553052,21.93656,STAR
231.9886881,24.36562,GALAXY
231.5138415,25.13384,STAR
235.8191439,23.82121,GALAXY
235.9491644,21.52878,GALAXY
5.084051248,20.51937,STAR
5.83779622,19.54683,QSO
33.81119724,25.56709,QSO
40.25479492,20.04877,QSO
245.6481981,19.79446,GALAXY
15.04670806,18.74554,STAR
321.1282829,21.75907,GALAXY
196.136474,22.90507,GALAXY
227.5476357,25.40292,GALAXY
207.9749369,23.92425,GALAXY
116.5230468,22.63268,QSO
212.3725748,24.56202,GALAXY
8.144062481,23.52843,QSO
39.3269172,24.53649,GALAXY
216.1672509,23.12579,GALAXY
124.7033768,23.64647,GALAXY
344.3557352,26.51608,GALAXY
153.2902573,23.17873,GALAXY
9.289561004,22.32759,GALAXY
220.2753737,26.16874,GALAXY
19.80692687,24.16362,QSO
19.98236517,18.55041,STAR
218.7039416,22.26051,GALAXY
143.9678086,23.49681,GALAXY
331.3244228,20.52893,GALAXY
49.16690342,24.77437,STAR
53.80839324,19.19694,STAR
329.1382318,23.65799,GALAXY
206.7415164,22.706,GALAXY
341.018416,21.49967,GALAXY
325.4868406,23.59752,GALAXY
152.5088556,19.21644,QSO
154.055915,20.04536,STAR
155.5449569,20.155,STAR
45.58425855,20.78161,STAR
135.2463589,24.33553,GALAXY
205.2832174,19.57528,GALAXY
186.2014749,20.32549,QSO
191.6419381,20.508,STAR
142.3646861,23.58191,GALAXY
142.5708063,22.2149,GALAXY
145.445649,23.64216,GALAXY
145.9247768,23.17077,STAR
25.30149481,23.70045,GALAXY
38.35281532,22.40253,QSO
247.7761571,24.04485,GALAXY
174.3268124,25.87736,GALAXY
176.0626194,23.20869,GALAXY
175.6395487,20.94358,QSO
120.0100933,23.68116,GALAXY
120.0643563,22.0927,GALAXY
145.7853806,21.92416,GALAXY
46.66528568,20.41951,STAR
47.36093601,20.4713,STAR
350.8854243,22.76598,GALAXY
39.78856833,20.32085,STAR
317.9010877,20.02318,QSO
1.94280086,19.89924,STAR
237.8697375,23.43776,GALAXY
6.189387411,19.25249,STAR
9.175830193,17.12356,STAR
143.6145124,21.01378,QSO
150.9253679,20.86168,STAR
179.3799212,23.0923,GALAXY
179.5105755,24.64365,GALAXY
181.0346501,23.60833,GALAXY
184.5571055,23.22699,GALAXY
185.3452097,23.46561,GALAXY
143.6654519,18.38193,STAR
239.163269,22.60204,GALAXY
208.7193317,23.77835,GALAXY
219.7019763,21.35003,GALAXY
198.4198436,18.12814,GALAXY
204.6768081,24.50258,GALAXY
227.53406,24.09669,STAR
340.8687787,25.29871,QSO
125.0098526,24.7474,GALAXY
128.4249617,24.409,GALAXY
211.6742424,23.60423,GALAXY
230.0544237,25.19305,GALAXY
131.8413223,25.37832,GALAXY
204.6165771,24.13773,GALAXY
221.274419,24.94734,GALAXY
133.8999282,22.29562,GALAXY
217.4928396,25.5687,GALAXY
128.8478033,18.99078,GALAXY
331.8303994,21.70132,GALAXY
8.724096001,23.39471,GALAXY
178.7406079,20.30806,STAR
183.1735591,19.35711,STAR
143.1371844,25.27849,GALAXY
152.2763191,19.99319,GALAXY
124.4296668,20.60291,QSO
347.396646,20.05452,GALAXY
17.59514156,19.99429,STAR
153.4916746,22.3748,GALAXY
160.0880229,27.76252,GALAXY
23.06123123,22.25402,GALAXY
238.0371871,20.40231,STAR
254.7099849,23.17447,GALAXY
254.9509513,20.22377,GALAXY
255.3411745,19.51203,GALAXY
255.473346,23.01278,GALAXY
137.5217897,19.51123,STAR
139.4762359,21.27451,STAR
212.5486343,22.92863,GALAXY
221.9686922,24.72937,GALAXY
147.3403736,25.04733,GALAXY
126.0357056,18.08426,STAR
38.44039123,19.51618,STAR
2.504367084,22.058,STAR
5.858973712,23.56662,STAR
353.6177393,20.81831,QSO
5.210046626,22.70795,STAR
352.8494629,25.58585,STAR
223.2119116,19.94085,GALAXY
225.3159508,22.70419,GALAXY
250.3027798,23.90386,GALAXY
143.7013988,20.41893,STAR
152.0348655,21.22499,STAR
332.5478359,22.61551,STAR
348.8080133,21.49438,STAR
350.2985935,21.44542,QSO
23.37641793,21.41504,STAR
141.9860123,21.60188,QSO
253.1659197,22.95283,QSO
207.4967477,23.57591,GALAXY
231.1958148,26.31613,GALAXY
252.6417085,25.19221,QSO
27.98826933,22.74595,GALAXY
24.15543386,23.00608,GALAXY
333.7941637,22.38916,GALAXY
180.1873654,19.7624,STAR
157.2937694,21.62597,GALAXY
243.3972853,22.03674,GALAXY
172.4805164,24.58978,STAR
208.9871517,20.3801,GALAXY
22.08842314,23.76484,GALAXY
18.39842792,26.23261,GALAXY
14.14914533,19.0817,GALAXY
10.84676762,24.3834,GALAXY
10.03811305,19.32191,GALAXY
15.56022564,21.17134,GALAXY
8.101078248,23.45144,GALAXY
151.0553677,22.87861,GALAXY
41.03534313,21.65163,QSO
163.4898169,23.15258,GALAXY
164.7015172,26.17231,GALAXY
218.0317622,22.32416,QSO
173.607937,20.71619,QSO
183.0946601,20.83308,QSO
165.0714571,23.39986,GALAXY
169.2772856,23.27984,GALAXY
181.1885596,25.72618,GALAXY
152.9360755,21.73005,QSO
233.7656155,24.70073,STAR
172.3748503,18.72976,STAR
10.77502569,23.1917,GALAXY
358.2077013,21.39606,GALAXY
172.5517356,19.56605,STAR
172.7946456,19.97785,QSO
140.0376395,20.54901,GALAXY
118.6704358,23.31467,STAR
143.0442028,23.61789,STAR
131.3851792,23.43661,GALAXY
164.5122223,23.63358,STAR
215.3900606,19.37258,GALAXY
218.6828887,24.42228,GALAXY
220.950669,22.0254,GALAXY
187.022341,24.75207,GALAXY
120.9971867,20.73901,STAR
216.8742056,23.65948,GALAXY
151.5294865,21.11747,STAR
156.6930658,21.35249,QSO
156.8539329,21.61977,QSO
177.0431301,21.40236,QSO
178.6540955,20.76035,QSO
192.3395842,20.66049,QSO
193.0434661,20.75916,QSO
143.5284825,19.03923,GALAXY
226.1060266,20.83501,GALAXY
50.14528812,23.06746,STAR
46.11924428,23.4992,STAR
343.6404712,26.09653,QSO
325.8119968,22.96158,GALAXY
328.4075553,26.74212,GALAXY
226.6296172,25.27846,GALAXY
196.8221956,17.73526,GALAXY
197.922624,18.61251,GALAXY
205.2415176,18.98028,GALAXY
209.1998603,19.50157,GALAXY
213.7768428,18.28288,GALAXY
203.5311396,19.72726,GALAXY
150.7714493,22.42782,GALAXY
41.86977076,25.90632,GALAXY
13.40485225,26.00966,GALAXY
138.5607492,23.0969,STAR
228.4780109,20.14277,STAR
219.4088432,24.19309,GALAXY
309.2523895,22.39861,GALAXY
339.245457,20.19539,GALAXY
344.2029131,21.1551,GALAXY
327.726385,22.87801,GALAXY
336.3613782,24.93477,GALAXY
333.0588019,23.94415,GALAXY
344.0741845,22.88911,GALAXY
342.2899503,23.17183,GALAXY
335.3222135,21.63737,GALAXY
47.82798437,19.94775,STAR
48.57880808,19.95103,STAR
48.9647453,19.92891,QSO
153.8397514,22.42607,GALAXY
213.9777229,23.61577,STAR
177.3347509,17.0037,STAR
252.921484,20.08076,STAR
303.7597976,20.74495,STAR
189.7993947,23.11672,GALAXY
227.9016967,19.77289,STAR
216.2757368,21.83402,QSO
224.2840815,21.35229,QSO
115.8959078,19.86969,STAR
174.5183758,21.995,GALAXY
359.5983522,24.15758,GALAXY
259.2667071,22.3242,GALAXY
230.0455432,20.97009,QSO
213.5211027,22.96936,GALAXY
164.6775207,19.42294,GALAXY
226.2379717,23.54189,GALAXY
182.3942531,22.06114,QSO
201.6535984,22.86962,QSO
148.9927124,24.23919,GALAXY
257.982614,19.43017,QSO
130.1018399,20.10822,GALAXY
245.5392542,25.68307,STAR
42.71412797,20.24609,QSO
40.25392649,20.04618,QSO
230.8914077,24.10495,STAR
125.583782,25.14229,GALAXY
168.5592583,23.20362,GALAXY
152.2749592,20.65246,GALAXY
347.1674047,22.46608,GALAXY
46.10281088,19.04341,STAR
237.1509132,22.64948,GALAXY
7.062743761,20.08746,STAR
11.50807197,19.44911,QSO
359.8186281,21.21867,QSO
180.7018855,22.61144,GALAXY
26.58669198,25.09492,GALAXY
29.69117489,23.85806,GALAXY
326.4098501,24.14496,GALAXY
173.6795566,22.40944,QSO
175.9887848,21.68396,STAR
194.5802124,19.62295,GALAXY
198.9016621,25.13016,GALAXY
334.9251196,23.54018,GALAXY
229.3259767,22.49012,GALAXY
8.671836892,24.12848,GALAXY
220.8835487,21.55097,QSO
144.3363267,19.73713,QSO
18.82146958,22.7338,GALAXY
326.0078778,19.68839,GALAXY
351.1400564,20.28399,GALAXY
333.2190542,23.26155,GALAXY
46.48872606,21.75037,QSO
47.07917854,20.15332,STAR
52.72333439,23.85571,STAR
53.38196246,18.96401,STAR
141.9884095,19.57218,STAR
137.6312611,22.42007,GALAXY
158.1947031,24.47625,STAR
32.60710204,19.78738,QSO
197.8280258,24.53016,GALAXY
254.6001266,23.4665,GALAXY
200.0330089,25.84101,GALAXY
172.86749,25.47562,STAR
338.5686299,18.15018,GALAXY
325.1180038,20.29821,GALAXY
339.5060297,25.92829,GALAXY
327.5926277,21.70712,GALAXY
336.7730704,24.74139,GALAXY
328.1927422,23.57209,GALAXY
41.87376412,21.85416,STAR
122.2985858,24.48754,GALAXY
132.4777529,24.8136,GALAXY
138.5732185,24.16176,STAR
143.9397547,24.59211,GALAXY
242.1651564,19.29648,QSO
218.4711553,22.9339,GALAXY
228.3581376,23.10176,GALAXY
328.168786,25.44841,GALAXY
348.214595,25.31708,GALAXY
356.9188336,23.47292,GALAXY
13.44618473,24.04622,GALAXY
345.3366449,23.57081,GALAXY
5.48111157,25.06382,GALAXY
117.7986305,23.80529,GALAXY
212.3327031,18.56063,STAR
348.5316175,22.24464,GALAXY
13.88236962,22.49717,GALAXY
353.1887515,25.15413,GALAXY
355.7708822,23.02384,GALAXY
148.2481808,21.81117,STAR
151.8044605,19.41028,QSO
153.120465,20.331,STAR
189.9308342,25.7673,STAR
213.4947289,23.31542,GALAXY
218.3815124,25.2755,GALAXY
224.6949077,23.28913,GALAXY
258.7635019,27.3663,GALAXY
155.4957297,24.90214,GALAXY
146.6338243,22.9307,GALAXY
247.659808,19.28102,GALAXY
248.5836374,22.6863,GALAXY
120.1506064,21.67856,STAR
277.2456923,20.07922,STAR
46.26320944,21.68014,QSO
235.7212552,24.74303,GALAXY
24.02299482,23.6275,GALAXY
7.844427094,19.17513,STAR
8.568442023,20.51396,STAR
9.918253671,19.09268,QSO
16.80894064,19.08558,STAR
229.32293,25.51347,GALAXY
120.7840333,23.66269,STAR
182.1432704,19.82781,GALAXY
226.192348,23.5256,GALAXY
